Date,Open,High,Low,Close*,Adj Close**,Volume
"May 19, 2023",176.39,176.39,174.94,175.16,174.03,"55,772,400"
"May 18, 2023",173,175.24,172.58,175.05,173.92,"65,496,700"
"May 17, 2023",171.71,172.93,170.42,172.69,171.58,"57,951,600"
"May 16, 2023",171.99,173.14,171.8,172.07,170.96,"42,110,300"
"May 15, 2023",173.16,173.21,171.47,172.07,170.96,"37,266,700"
"May 12, 2023",173.62,174.06,171,172.57,171.46,"45,497,800"
"May 11, 2023",173.85,174.59,172.17,173.75,172.39,"49,514,700"
"May 10, 2023",173.02,174.03,171.9,173.56,172.21,"53,724,500"
"May 09, 2023",173.05,173.54,171.6,171.77,170.43,"45,326,900"
"May 08, 2023",172.48,173.85,172.11,173.5,172.15,"55,962,800"
"May 05, 2023",170.98,174.3,170.76,173.57,172.22,"113,316,400"
"May 04, 2023",164.89,167.04,164.31,165.79,164.5,"81,235,400"
"May 03, 2023",169.5,170.92,167.16,167.45,166.14,"65,136,000"
"May 02, 2023",170.09,170.35,167.54,168.54,167.22,"48,425,700"
"May 01, 2023",169.28,170.45,168.64,169.59,168.27,"52,472,900"
"Apr 28, 2023",168.49,169.85,167.88,169.68,168.36,"55,209,200"
"Apr 27, 2023",165.19,168.56,165.19,168.41,167.1,"64,902,300"
"Apr 26, 2023",163.06,165.28,162.8,163.76,162.48,"45,498,800"
"Apr 25, 2023",165.19,166.31,163.73,163.77,162.49,"48,714,100"
"Apr 24, 2023",165,165.6,163.89,165.33,164.04,"41,949,600"
"Apr 21, 2023",165.05,166.45,164.49,165.02,163.73,"58,337,300"
"Apr 20, 2023",166.09,167.87,165.56,166.65,165.35,"52,456,400"
"Apr 19, 2023",165.8,168.16,165.54,167.63,166.32,"47,720,200"
"Apr 18, 2023",166.1,167.41,165.65,166.47,165.17,"49,923,000"
"Apr 17, 2023",165.09,165.39,164.03,165.23,163.94,"41,516,200"
"Apr 14, 2023",164.59,166.32,163.82,165.21,163.92,"49,386,500"
"Apr 13, 2023",161.63,165.8,161.42,165.56,164.27,"68,445,600"
"Apr 12, 2023",161.22,162.06,159.78,160.1,158.85,"50,133,100"
"Apr 11, 2023",162.35,162.36,160.51,160.8,159.54,"47,644,200"
"Apr 10, 2023",161.42,162.03,160.08,162.03,160.77,"47,716,900"
"Apr 06, 2023",162.43,164.96,162,164.66,163.37,"45,390,100"
"Apr 05, 2023",164.74,165.05,161.8,163.76,162.48,"51,511,700"
"Apr 04, 2023",166.6,166.84,165.11,165.63,164.34,"46,278,300"
"Apr 03, 2023",164.27,166.29,164.22,166.17,164.87,"56,976,200"
"Mar 31, 2023",162.44,165,161.91,164.9,163.61,"68,749,800"
"Mar 30, 2023",161.53,162.47,161.27,162.36,161.09,"49,501,700"
"Mar 29, 2023",159.37,161.05,159.35,160.77,159.52,"51,305,700"
"Mar 28, 2023",157.97,158.49,155.98,157.65,156.42,"45,992,200"
"Mar 27, 2023",159.94,160.77,157.87,158.28,157.04,"52,390,300"
"Mar 24, 2023",158.86,160.34,157.85,160.25,159,"59,196,500"
"Mar 23, 2023",158.83,161.55,157.68,158.93,157.69,"67,622,100"
"Mar 22, 2023",159.3,162.14,157.81,157.83,156.6,"75,701,800"
"Mar 21, 2023",157.32,159.4,156.54,159.28,158.04,"73,938,300"
"Mar 20, 2023",155.07,157.82,154.15,157.4,156.17,"73,641,400"
"Mar 17, 2023",156.08,156.74,154.28,155,153.79,"98,944,600"
"Mar 16, 2023",152.16,156.46,151.64,155.85,154.63,"76,161,100"
"Mar 15, 2023",151.19,153.25,149.92,152.99,151.8,"77,167,900"
"Mar 14, 2023",151.28,153.4,150.1,152.59,151.4,"73,695,900"
"Mar 13, 2023",147.81,153.14,147.7,150.47,149.3,"84,457,100"
"Mar 10, 2023",150.21,150.94,147.61,148.5,147.34,"68,572,400"
"Mar 09, 2023",153.56,154.54,150.23,150.59,149.41,"53,833,600"
"Mar 08, 2023",152.81,153.47,151.83,152.87,151.68,"47,204,800"
"Mar 07, 2023",153.7,154.03,151.13,151.6,150.42,"56,182,000"
"Mar 06, 2023",153.79,156.3,153.46,153.83,152.63,"87,558,000"
"Mar 03, 2023",148.04,151.11,147.33,151.03,149.85,"70,732,300"
"Mar 02, 2023",144.38,146.71,143.9,145.91,144.77,"52,238,100"
"Mar 01, 2023",146.83,147.23,145.01,145.31,144.18,"55,479,000"
"Feb 28, 2023",147.05,149.08,146.83,147.41,146.26,"50,547,000"
"Feb 27, 2023",147.71,149.17,147.45,147.92,146.77,"44,998,500"
"Feb 24, 2023",147.11,147.19,145.72,146.71,145.56,"55,469,600"
"Feb 23, 2023",150.09,150.34,147.24,149.4,148.23,"48,394,200"
"Feb 22, 2023",148.87,149.95,147.16,148.91,147.75,"51,011,300"
"Feb 21, 2023",150.2,151.3,148.41,148.48,147.32,"58,867,200"
"Feb 17, 2023",152.35,153,150.85,152.55,151.36,"59,144,100"
"Feb 16, 2023",153.51,156.33,153.35,153.71,152.51,"68,167,900"
"Feb 15, 2023",153.11,155.5,152.88,155.33,154.12,"65,573,800"
"Feb 14, 2023",152.12,153.77,150.86,153.2,152,"61,707,600"
"Feb 13, 2023",150.95,154.26,150.92,153.85,152.65,"62,199,000"
"Feb 10, 2023",149.46,151.34,149.22,151.01,149.83,"57,450,700"
"Feb 09, 2023",153.78,154.33,150.42,150.87,149.46,"56,007,100"
"Feb 08, 2023",153.88,154.58,151.17,151.92,150.5,"64,120,100"
"Feb 07, 2023",150.64,155.23,150.64,154.65,153.21,"83,322,600"
"Feb 06, 2023",152.57,153.1,150.78,151.73,150.32,"69,858,300"
"Feb 03, 2023",148.03,157.38,147.83,154.5,153.06,"154,357,300"
"Feb 02, 2023",148.9,151.18,148.17,150.82,149.41,"118,339,000"
"Feb 01, 2023",143.97,146.61,141.32,145.43,144.07,"77,663,600"
"Jan 31, 2023",142.7,144.34,142.28,144.29,142.95,"65,874,500"
"Jan 30, 2023",144.96,145.55,142.85,143,141.67,"64,015,300"
"Jan 27, 2023",143.16,147.23,143.08,145.93,144.57,"70,555,800"
"Jan 26, 2023",143.17,144.25,141.9,143.96,142.62,"54,105,100"
"Jan 25, 2023",140.89,142.43,138.81,141.86,140.54,"65,799,300"
"Jan 24, 2023",140.31,143.16,140.3,142.53,141.2,"66,435,100"
"Jan 23, 2023",138.12,143.32,137.9,141.11,139.8,"81,760,300"
"Jan 20, 2023",135.28,138.02,134.22,137.87,136.59,"80,223,600"
"Jan 19, 2023",134.08,136.25,133.77,135.27,134.01,"58,280,400"
"Jan 18, 2023",136.82,138.61,135.03,135.21,133.95,"69,672,800"
"Jan 17, 2023",134.83,137.29,134.13,135.94,134.67,"63,646,600"
"Jan 13, 2023",132.03,134.92,131.66,134.76,133.5,"57,809,700"
"Jan 12, 2023",133.88,134.26,131.44,133.41,132.17,"71,379,600"
"Jan 11, 2023",131.25,133.51,130.46,133.49,132.25,"69,458,900"
"Jan 10, 2023",130.26,131.26,128.12,130.73,129.51,"63,896,200"
"Jan 09, 2023",130.47,133.41,129.89,130.15,128.94,"70,790,800"
"Jan 06, 2023",126.01,130.29,124.89,129.62,128.41,"87,754,700"
"Jan 05, 2023",127.13,127.77,124.76,125.02,123.86,"80,962,700"
"Jan 04, 2023",126.89,128.66,125.08,126.36,125.18,"89,113,600"
"Jan 03, 2023",130.28,130.9,124.17,125.07,123.9,"112,117,500"
"Dec 30, 2022",128.41,129.95,127.43,129.93,128.72,"77,034,200"
"Dec 29, 2022",127.99,130.48,127.73,129.61,128.4,"75,703,700"
"Dec 28, 2022",129.67,131.03,125.87,126.04,124.87,"85,438,400"
"Dec 27, 2022",131.38,131.41,128.72,130.03,128.82,"69,007,800"
"Dec 23, 2022",130.92,132.42,129.64,131.86,130.63,"63,814,900"
"Dec 22, 2022",134.35,134.56,130.3,132.23,131,"77,852,100"
"Dec 21, 2022",132.98,136.81,132.75,135.45,134.19,"85,928,000"
"Dec 20, 2022",131.39,133.25,129.89,132.3,131.07,"77,432,800"
"Dec 19, 2022",135.11,135.2,131.32,132.37,131.14,"79,592,600"
"Dec 16, 2022",136.69,137.65,133.73,134.51,133.26,"160,156,900"
"Dec 15, 2022",141.11,141.8,136.03,136.5,135.23,"98,931,900"
"Dec 14, 2022",145.35,146.66,141.16,143.21,141.88,"82,291,200"
"Dec 13, 2022",149.5,149.97,144.24,145.47,144.11,"93,886,200"
"Dec 12, 2022",142.7,144.5,141.06,144.49,143.14,"70,462,700"
"Dec 09, 2022",142.34,145.57,140.9,142.16,140.84,"76,097,000"
"Dec 08, 2022",142.36,143.52,141.1,142.65,141.32,"62,128,300"
"Dec 07, 2022",142.19,143.37,140,140.94,139.63,"69,721,100"
"Dec 06, 2022",147.07,147.3,141.92,142.91,141.58,"64,727,200"
"Dec 05, 2022",147.77,150.92,145.77,146.63,145.26,"68,826,400"
"Dec 02, 2022",145.96,148,145.65,147.81,146.43,"65,447,400"
"Dec 01, 2022",148.21,149.13,146.61,148.31,146.93,"71,250,400"
"Nov 30, 2022",141.4,148.72,140.55,148.03,146.65,"111,380,900"
"Nov 29, 2022",144.29,144.81,140.35,141.17,139.85,"83,763,800"
"Nov 28, 2022",145.14,146.64,143.38,144.22,142.88,"69,246,000"
"Nov 25, 2022",148.31,148.88,147.12,148.11,146.73,"35,195,900"
"Nov 23, 2022",149.45,151.83,149.34,151.07,149.66,"58,301,400"
"Nov 22, 2022",148.13,150.42,146.93,150.18,148.78,"51,804,100"
"Nov 21, 2022",150.16,150.37,147.72,148.01,146.63,"58,724,100"
"Nov 18, 2022",152.31,152.7,149.97,151.29,149.88,"74,829,600"
"Nov 17, 2022",146.43,151.48,146.15,150.72,149.32,"80,389,400"
"Nov 16, 2022",149.13,149.87,147.29,148.79,147.4,"64,218,300"
"Nov 15, 2022",152.22,153.59,148.56,150.04,148.64,"89,868,300"
"Nov 14, 2022",148.97,150.28,147.43,148.28,146.9,"73,374,100"
"Nov 11, 2022",145.82,150.01,144.37,149.7,148.31,"93,979,700"
"Nov 10, 2022",141.24,146.87,139.5,146.87,145.5,"118,854,000"
"Nov 09, 2022",138.5,138.55,134.59,134.87,133.61,"74,917,800"
"Nov 08, 2022",140.41,141.43,137.49,139.5,138.2,"89,908,500"
"Nov 07, 2022",137.11,139.15,135.67,138.92,137.63,"83,374,600"
"Nov 04, 2022",142.09,142.67,134.38,138.38,137.09,"140,814,800"
"Nov 03, 2022",142.06,142.8,138.75,138.88,137.36,"97,918,500"
"Nov 02, 2022",148.95,152.17,145,145.03,143.44,"93,604,600"
"Nov 01, 2022",155.08,155.45,149.13,150.65,149,"80,379,300"
"Oct 31, 2022",153.16,154.24,151.92,153.34,151.66,"97,943,200"
"Oct 28, 2022",148.2,157.5,147.82,155.74,154.03,"164,762,400"
"Oct 27, 2022",148.07,149.05,144.13,144.8,143.21,"109,180,200"
"Oct 26, 2022",150.96,151.99,148.04,149.35,147.71,"88,194,300"
"Oct 25, 2022",150.09,152.49,149.36,152.34,150.67,"74,732,300"
"Oct 24, 2022",147.19,150.23,146,149.45,147.81,"75,981,900"
"Oct 21, 2022",142.87,147.85,142.65,147.27,145.66,"86,548,600"
"Oct 20, 2022",143.02,145.89,142.65,143.39,141.82,"64,522,000"
"Oct 19, 2022",141.69,144.95,141.5,143.86,142.28,"61,758,300"
"Oct 18, 2022",145.49,146.7,140.61,143.75,142.17,"99,136,600"
"Oct 17, 2022",141.07,142.9,140.27,142.41,140.85,"85,250,900"
"Oct 14, 2022",144.31,144.52,138.19,138.38,136.86,"88,598,000"
"Oct 13, 2022",134.99,143.59,134.37,142.99,141.42,"113,224,000"
"Oct 12, 2022",139.13,140.36,138.16,138.34,136.82,"70,433,700"
"Oct 11, 2022",139.9,141.35,138.22,138.98,137.46,"77,033,700"
"Oct 10, 2022",140.42,141.89,138.57,140.42,138.88,"74,899,000"
"Oct 07, 2022",142.54,143.1,139.45,140.09,138.55,"85,925,600"
"Oct 06, 2022",145.81,147.54,145.22,145.43,143.84,"68,402,200"
"Oct 05, 2022",144.07,147.38,143.01,146.4,144.8,"79,471,000"
"Oct 04, 2022",145.03,146.22,144.26,146.1,144.5,"87,830,100"
"Oct 03, 2022",138.21,143.07,137.69,142.45,140.89,"114,311,700"
"Sep 30, 2022",141.28,143.1,138,138.2,136.69,"124,925,300"
"Sep 29, 2022",146.1,146.72,140.68,142.48,140.92,"128,138,200"
"Sep 28, 2022",147.64,150.64,144.84,149.84,148.2,"146,691,400"
"Sep 27, 2022",152.74,154.72,149.95,151.76,150.1,"84,442,700"
"Sep 26, 2022",149.66,153.77,149.64,150.77,149.12,"93,339,400"
"Sep 23, 2022",151.19,151.47,148.56,150.43,148.78,"96,029,900"
"Sep 22, 2022",152.38,154.47,150.91,152.74,151.07,"86,652,500"
"Sep 21, 2022",157.34,158.74,153.6,153.72,152.04,"101,696,800"
"Sep 20, 2022",153.4,158.08,153.08,156.9,155.18,"107,689,800"
"Sep 19, 2022",149.31,154.56,149.1,154.48,152.79,"81,474,200"
"Sep 16, 2022",151.21,151.35,148.37,150.7,149.05,"162,278,800"
"Sep 15, 2022",154.65,155.24,151.38,152.37,150.7,"90,481,100"
"Sep 14, 2022",154.79,157.1,153.61,155.31,153.61,"87,965,400"
"Sep 13, 2022",159.9,160.54,153.37,153.84,152.15,"122,656,600"
"Sep 12, 2022",159.59,164.26,159.3,163.43,161.64,"104,956,000"
"Sep 09, 2022",155.47,157.82,154.75,157.37,155.65,"68,028,800"
"Sep 08, 2022",154.64,156.36,152.68,154.46,152.77,"84,923,800"
"Sep 07, 2022",154.82,156.67,153.61,155.96,154.25,"87,449,600"
"Sep 06, 2022",156.47,157.09,153.69,154.53,152.84,"73,714,800"
"Sep 02, 2022",159.75,160.36,154.97,155.81,154.1,"76,957,800"
"Sep 01, 2022",156.64,158.42,154.67,157.96,156.23,"74,229,900"
"Aug 31, 2022",160.31,160.58,157.14,157.22,155.5,"87,991,100"
"Aug 30, 2022",162.13,162.56,157.72,158.91,157.17,"77,906,200"
"Aug 29, 2022",161.15,162.9,159.82,161.38,159.61,"73,314,000"
"Aug 26, 2022",170.57,171.05,163.56,163.62,161.83,"78,961,000"
"Aug 25, 2022",168.78,170.14,168.35,170.03,168.17,"51,218,200"
"Aug 24, 2022",167.32,168.11,166.25,167.53,165.69,"53,841,500"
"Aug 23, 2022",167.08,168.71,166.65,167.23,165.4,"54,147,100"
"Aug 22, 2022",169.69,169.86,167.14,167.57,165.73,"69,026,800"
"Aug 19, 2022",173.03,173.74,171.31,171.52,169.64,"70,346,300"
"Aug 18, 2022",173.75,174.9,173.12,174.15,172.24,"62,290,100"
"Aug 17, 2022",172.77,176.15,172.57,174.55,172.64,"79,542,000"
"Aug 16, 2022",172.78,173.71,171.66,173.03,171.13,"56,377,100"
"Aug 15, 2022",171.52,173.39,171.35,173.19,171.29,"54,091,700"
"Aug 12, 2022",169.82,172.17,169.4,172.1,170.21,"68,039,400"
"Aug 11, 2022",170.06,170.99,168.19,168.49,166.64,"57,149,200"
"Aug 10, 2022",167.68,169.34,166.9,169.24,167.39,"70,170,500"
"Aug 09, 2022",164.02,165.82,163.25,164.92,163.11,"63,135,500"
"Aug 08, 2022",166.37,167.81,164.2,164.87,163.06,"60,276,900"
"Aug 05, 2022",163.21,165.85,163,165.35,163.54,"56,697,000"
"Aug 04, 2022",166.01,167.19,164.43,165.81,163.77,"55,474,100"
"Aug 03, 2022",160.84,166.59,160.75,166.13,164.08,"82,507,500"
"Aug 02, 2022",160.1,162.41,159.63,160.01,158.04,"59,907,000"
"Aug 01, 2022",161.01,163.59,160.89,161.51,159.52,"67,829,400"
"Jul 29, 2022",161.24,163.63,159.5,162.51,160.51,"101,786,900"
"Jul 28, 2022",156.98,157.64,154.41,157.35,155.41,"81,378,700"
"Jul 27, 2022",152.58,157.33,152.16,156.79,154.86,"78,620,700"
"Jul 26, 2022",152.26,153.09,150.8,151.6,149.73,"55,138,700"
"Jul 25, 2022",154.01,155.04,152.28,152.95,151.06,"53,623,900"
"Jul 22, 2022",155.39,156.28,153.41,154.09,152.19,"66,675,400"
"Jul 21, 2022",154.5,155.57,151.94,155.35,153.43,"65,086,600"
"Jul 20, 2022",151.12,153.72,150.37,153.04,151.15,"64,823,400"
"Jul 19, 2022",147.92,151.23,146.91,151,149.14,"82,982,400"
"Jul 18, 2022",150.74,151.57,146.7,147.07,145.26,"81,420,900"
"Jul 15, 2022",149.78,150.86,148.2,150.17,148.32,"76,259,900"
"Jul 14, 2022",144.08,148.95,143.25,148.47,146.64,"78,140,700"
"Jul 13, 2022",142.99,146.45,142.12,145.49,143.7,"71,185,600"
"Jul 12, 2022",145.76,148.45,145.05,145.86,144.06,"77,588,800"
"Jul 11, 2022",145.67,146.64,143.78,144.87,143.08,"63,141,600"
"Jul 08, 2022",145.26,147.55,145,147.04,145.23,"64,547,800"
"Jul 07, 2022",143.29,146.55,143.28,146.35,144.55,"66,253,700"
"Jul 06, 2022",141.35,144.12,141.08,142.92,141.16,"74,064,300"
"Jul 05, 2022",137.77,141.61,136.93,141.56,139.81,"73,353,800"
"Jul 01, 2022",136.04,139.04,135.66,138.93,137.22,"71,051,600"
"Jun 30, 2022",137.25,138.37,133.77,136.72,135.03,"98,964,500"
"Jun 29, 2022",137.46,140.67,136.67,139.23,137.51,"66,242,400"
"Jun 28, 2022",142.13,143.42,137.32,137.44,135.75,"67,083,400"
"Jun 27, 2022",142.7,143.49,140.97,141.66,139.91,"70,207,900"
"Jun 24, 2022",139.9,141.91,139.77,141.66,139.91,"89,116,800"
"Jun 23, 2022",136.82,138.59,135.63,138.27,136.57,"72,433,800"
"Jun 22, 2022",134.79,137.76,133.91,135.35,133.68,"73,409,200"
"Jun 21, 2022",133.42,137.06,133.32,135.87,134.19,"81,000,500"
"Jun 17, 2022",130.07,133.08,129.81,131.56,129.94,"134,520,300"
"Jun 16, 2022",132.08,132.39,129.04,130.06,128.46,"108,123,900"
"Jun 15, 2022",134.29,137.34,132.16,135.43,133.76,"91,533,000"
"Jun 14, 2022",133.13,133.89,131.48,132.76,131.12,"84,784,300"
"Jun 13, 2022",132.87,135.2,131.44,131.88,130.25,"122,207,100"
"Jun 10, 2022",140.28,140.76,137.06,137.13,135.44,"91,437,900"
"Jun 09, 2022",147.08,147.95,142.53,142.64,140.88,"69,473,000"
"Jun 08, 2022",148.58,149.87,147.46,147.96,146.14,"53,950,200"
"Jun 07, 2022",144.35,149,144.1,148.71,146.88,"67,808,200"
"Jun 06, 2022",147.03,148.57,144.9,146.14,144.34,"71,598,400"
"Jun 03, 2022",146.9,147.97,144.46,145.38,143.59,"88,570,300"
"Jun 02, 2022",147.83,151.27,146.86,151.21,149.35,"72,348,100"
"Jun 01, 2022",149.9,151.74,147.68,148.71,146.88,"74,286,600"
"May 31, 2022",149.07,150.66,146.84,148.84,147,"103,718,400"
"May 27, 2022",145.39,149.68,145.26,149.64,147.79,"90,978,500"
"May 26, 2022",137.39,144.34,137.14,143.78,142.01,"90,601,500"
"May 25, 2022",138.43,141.79,138.34,140.52,138.79,"92,482,700"
"May 24, 2022",140.81,141.97,137.33,140.36,138.63,"104,132,700"
"May 23, 2022",137.79,143.26,137.65,143.11,141.35,"117,726,300"
"May 20, 2022",139.09,140.7,132.61,137.59,135.89,"137,426,100"
"May 19, 2022",139.88,141.66,136.6,137.35,135.66,"136,095,600"
"May 18, 2022",146.85,147.36,139.9,140.82,139.08,"109,742,900"
"May 17, 2022",148.86,149.77,146.68,149.24,147.4,"78,336,300"
"May 16, 2022",145.55,147.52,144.18,145.54,143.75,"86,643,800"
"May 13, 2022",144.59,148.1,143.11,147.11,145.3,"113,990,900"
"May 12, 2022",142.77,146.2,138.8,142.56,140.8,"182,602,000"
"May 11, 2022",153.5,155.45,145.81,146.5,144.69,"142,689,800"
"May 10, 2022",155.52,156.74,152.93,154.51,152.6,"115,366,700"
"May 09, 2022",154.93,155.83,151.49,152.06,150.19,"131,577,900"
"May 06, 2022",156.01,159.44,154.18,157.28,155.34,"116,124,600"
"May 05, 2022",163.85,164.08,154.95,156.77,154.61,"130,525,300"
"May 04, 2022",159.67,166.48,159.26,166.02,163.73,"108,256,500"
"May 03, 2022",158.15,160.71,156.32,159.48,157.28,"88,966,500"
"May 02, 2022",156.71,158.23,153.27,157.96,155.78,"123,055,300"
"Apr 29, 2022",161.84,166.2,157.25,157.65,155.48,"131,747,600"
"Apr 28, 2022",159.25,164.52,158.93,163.64,161.39,"130,216,800"
"Apr 27, 2022",155.91,159.79,155.38,156.57,154.41,"88,063,200"
"Apr 26, 2022",162.25,162.34,156.72,156.8,154.64,"95,623,200"
"Apr 25, 2022",161.12,163.17,158.46,162.88,160.64,"96,046,400"
"Apr 22, 2022",166.46,167.87,161.5,161.79,159.56,"84,882,400"
"Apr 21, 2022",168.91,171.53,165.91,166.42,164.13,"87,227,800"
"Apr 20, 2022",168.76,168.88,166.1,167.23,164.93,"67,929,800"
"Apr 19, 2022",165.02,167.82,163.91,167.4,165.09,"67,723,800"
"Apr 18, 2022",163.92,166.6,163.57,165.07,162.8,"69,023,900"
"Apr 14, 2022",170.62,171.27,165.04,165.29,163.01,"75,329,400"
"Apr 13, 2022",167.39,171.04,166.77,170.4,168.05,"70,618,900"
"Apr 12, 2022",168.02,169.87,166.64,167.66,165.35,"79,265,200"
"Apr 11, 2022",168.71,169.03,165.5,165.75,163.47,"72,246,700"
"Apr 08, 2022",171.78,171.78,169.2,170.09,167.75,"76,575,500"
"Apr 07, 2022",171.16,173.36,169.85,172.14,169.77,"77,594,700"
"Apr 06, 2022",172.36,173.63,170.13,171.83,169.46,"89,058,800"
"Apr 05, 2022",177.5,178.3,174.42,175.06,172.65,"73,401,800"
"Apr 04, 2022",174.57,178.49,174.44,178.44,175.98,"76,468,400"
"Apr 01, 2022",174.03,174.88,171.94,174.31,171.91,"78,751,300"
"Mar 31, 2022",177.84,178.03,174.4,174.61,172.2,"103,049,300"
"Mar 30, 2022",178.55,179.61,176.7,177.77,175.32,"92,633,200"
"Mar 29, 2022",176.69,179.01,176.34,178.96,176.49,"100,589,400"
"Mar 28, 2022",172.17,175.73,172,175.6,173.18,"90,371,900"
"Mar 25, 2022",173.88,175.28,172.75,174.72,172.31,"80,546,200"
"Mar 24, 2022",171.06,174.14,170.21,174.07,171.67,"90,131,400"
"Mar 23, 2022",167.99,172.64,167.65,170.21,167.86,"98,062,700"
"Mar 22, 2022",165.51,169.42,164.91,168.82,166.49,"81,532,000"
"Mar 21, 2022",163.51,166.35,163.01,165.38,163.1,"95,811,400"
"Mar 18, 2022",160.51,164.48,159.76,163.98,161.72,"123,511,700"
"Mar 17, 2022",158.61,161,157.63,160.62,158.41,"75,615,400"
"Mar 16, 2022",157.05,160,154.46,159.59,157.39,"102,300,200"
"Mar 15, 2022",150.9,155.57,150.38,155.09,152.95,"92,964,300"
"Mar 14, 2022",151.45,154.12,150.1,150.62,148.54,"108,732,100"
"Mar 11, 2022",158.93,159.28,154.5,154.73,152.6,"96,970,100"
"Mar 10, 2022",160.2,160.39,155.98,158.52,156.34,"105,342,000"
"Mar 09, 2022",161.48,163.41,159.41,162.95,160.7,"91,454,900"
"Mar 08, 2022",158.82,162.88,155.8,157.44,155.27,"131,148,300"
"Mar 07, 2022",163.36,165.02,159.04,159.3,157.1,"96,418,800"
"Mar 04, 2022",164.49,165.55,162.1,163.17,160.92,"83,737,200"
"Mar 03, 2022",168.47,168.91,165.55,166.23,163.94,"76,678,400"
"Mar 02, 2022",164.39,167.36,162.95,166.56,164.26,"79,724,800"
"Mar 01, 2022",164.7,166.6,161.97,163.2,160.95,"83,474,400"
"Feb 28, 2022",163.06,165.42,162.43,165.12,162.84,"95,056,600"
"Feb 25, 2022",163.84,165.12,160.87,164.85,162.58,"91,974,200"
